source_name,source_link,event_id,event_date,event_time,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,photo_link,notes,event_import_source,event_import_id,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,submitted_date,created_date,last_edited_date,longitude,latitude
Oregon DOT,,8138,12/07/2015 02:02:00 PM,,"OR 6, milepost 35",,"OR 6, milepost 35",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8138.0,United States,US,Oregon,1777.0,Banks,18.61459,07/01/2016 03:29:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.3503,45.644
Oregon DOT,,8488,02/28/2013 07:53:00 AM,,"OR 229, milepost 19",,"OR 229, milepost 19",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8488.0,United States,US,Oregon,2449.0,Siletz,7.12373,07/06/2016 07:21:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.9048,44.7849
Oregon DOT,,8792,03/28/2011 02:02:00 PM,,"US 395, milepost 11.5",,"US 395, milepost 11.5",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8792.0,United States,US,Oregon,703.0,Canyon City,11.78672,07/08/2016 05:03:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-118.975,44.285
News10,https://web.archive.org/web/20130619021515/http://www.news10.com/story/22609562/mudslide-closes-middleburgh-road,4922,06/16/2013 12:00:00 AM,,"Huntersland Rd, Middleburgh, Ny","State Police say a mudslide occurred early Sunday on Huntersland Road in Middleburgh, closing the road and giving the flood-stricken town another setback. The mudslide occurred at approximately 12 a.m. Sunday, pouring debris down into the street below. Crews worked to fix the issue as quickly as possible. Police said the nearest detour is a 30 mile distance from the access road, making it difficult for emergency vehicles to respond. Crews returned to the scene on Monday to reassess the area and safety factor. ""When we returned this morning there was about another couple dozen trees that slide down the slope and the mud was deeper across the road. About 18 inches deep,"" said the Schoharie County Commissioner of Public Works Dan Crandell. ""The trees leaning on trees that have slid down the slope here. You can't tell when the earth's going to give way or more trees are going to slide."" (2ND ARTICLE) The cleanup continues in Schoharie County after last weeks flash flooding caused a big","Huntersland Rd, Middleburgh, Ny",1km,mudslide,rain,small,above_road,0.0,,,,,glc,4922.0,United States,US,New York,1500.0,Middleburgh,1.41843,01/12/2016 11:28:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-74.32,42.5889
Oregon DOT,,8055,12/17/2015 10:34:00 PM,,"OR 34, milepost 13.3",,"OR 34, milepost 13.3",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8055.0,United States,US,Oregon,2033.0,Waldport,17.69341,06/30/2016 06:35:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.8499,44.3995
www.kmvt.com,http://www.kmvt.com/news/local/Wood-River-Animal-Shelter--222705131.html,5440,09/02/2013 11:00:00 PM,,"Wood River Valley Animal Shelter, Hailey, Idaho","The Wood River Valley Animal Shelter is undergoing some difficulties. On Monday, a mudslide caused significant damage to dog kennels, roads, and the shelter building. The costs are piling up and Dr. JoAnne Dixon with the shelter tells us they are working with an engineer to channel the mud away from the building. But that isn't cheap Dr. Dixon said, they didn't budget for a mudslide and any donations will be greatly appreciated. All money donated will go towards stabilizing the hillside and engineering costs. Blaine County officials said, Burned Area Emergency Response (BAER) survived the site and aware of the situation.","Wood River Valley Animal Shelter, Hailey, Idaho",1km,mudslide,downpour,small,unknown,0.0,,,,,glc,5440.0,United States,US,Idaho,7960.0,Hailey,2.19542,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-114.3388,43.5097
Oregon DOT,,8737,01/28/2012 11:10:00 AM,,"US 30, milepost 68",,"US 30, milepost 68",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8737.0,United States,US,Oregon,1737.0,Clatskanie,9.43341,07/08/2016 02:29:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.3271,46.1155
kitv,http://www.kitv.com/weather/30664257/detail.html,4253,03/11/2012 12:00:00 AM,,"Haena Beach Park, HI","Haena State Park has been closed since Sunday due to a landslide at Haena Beach Park closing the road to the State Park. The Department of Land and Natural Resources closed several state parks on Maui, Oahu and Kauai Friday due to a severe winter weather system with thunderstorms and strong winds Monday night, and that continues to affect these islands.","Haena Beach Park, HI",5km,landslide,downpour,small,unknown,0.0,,,,,glc,4253.0,United States,US,Hawaii,2158.0,Princeville,9.21597,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-159.5682,22.2209
newslincolncounty.com,http://newslincolncounty.com/?p=14301,3014,01/16/2011 02:00:00 PM,,"1300-block of S. Pine Street, Port Dock Four Condominiums, Newport, OR","The mud and landslides continued this afternoon in Newport as saturated soils are giving way and rolling downhill onto streets and structures. Around 2pm a part of a hill behind Port Dock Four Condominiums gave way and smashed into the rear of the building. There was extensive damage. The Newport Fire Department has ordered a complete evacuation of the building which is home to many families. One tenant said they were leaving their unit when part of the hill came down, knocking them to the floor. No injuries.","1300-block of S. Pine Street, Port Dock Four Condominiums, Newport, OR",1km,mudslide,downpour,medium,unknown,0.0,,,,,glc,3014.0,United States,US,Oregon,9989.0,Newport,0.5505,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-124.0505,44.6323
wishtv,http://www.wishtv.com/global/story.asp?s=8455933,577,06/07/2008 12:00:00 AM,,"Martinsville, Morgan County, Ind.","After 12 inches of rain dumped on Morgan County, roads are still closed in Martinsville. Caused mudslides","Martinsville, Morgan County, Ind.",5km,mudslide,downpour,medium,unknown,,,,,,glc,577.0,United States,US,Indiana,11828.0,Martinsville,0.63962,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-86.4209,39.4279
pnwlocalnews,http://www.pnwlocalnews.com/whidbey/swr/news/121211109.html,3447,05/02/2011 04:00:00 PM,,"behind a house on Hastings rd., Clinton, Whidbey island, WA","May 03 2011  A mudslide closed a road leading to a small beach community north of Clinton, the second slide in the area in two weeks, officials said.  Jon Beck, Island County Fire District 3 deputy chief, said the slide occurred about 4 p.m. Monday, May 2, behind a house on Hastings Road, depositing a pile of dirt, small trees and debris about 10 feet wide, 20 feet deep and 8 feet high on the roadway.  The road was closed, but the house appeared not to be damaged, Beck said. No one was home at the time of the slide, and no injuries were reported, he added.  …  The slide occurred about 80 feet up the hill. It left a stark swath of mud amid the standing trees and shrubs on each side.  Tuesday’s slide followed a similar incident about two weeks ago at the other end of the beach area, when a mudslide caused a short power disruption to residents of the area. Stanford said power to those residents also was not affected by the latest slide.","behind a house on Hastings rd., Clinton, Whidbey island, WA",1km,mudslide,downpour,small,unknown,0.0,,,,,glc,3447.0,United States,US,Washington,1035.0,Langley,6.12598,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.3662,47.992
thepittsburghchannel,http://www.thepittsburghchannel.com/news/15837698/detail.html,494,04/08/2008 12:00:00 AM,,"Ross Township, PA",closed highway for a week,"Ross Township, PA",5km,landslide,rain,small,unknown,,,,,,glc,494.0,United States,US,Pennsylvania,13470.0,Franklin Park,3.60364,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-80.0726,40.5531
Oregon DOT,,8846,01/16/2011 12:27:00 PM,,"US 101, milepost 208.1",,"US 101, milepost 208.1",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8846.0,United States,US,Oregon,4154.0,Reedsport,5.32261,07/08/2016 06:04:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-124.1181,43.7477
Oregon DOT,,8757,12/27/2011 07:52:00 PM,,"OR 6, milepost 20",,"OR 6, milepost 20",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8757.0,United States,US,Oregon,4935.0,Tillamook,23.73409,07/08/2016 04:01:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.5827,45.5635
Oregon DOT,,8059,12/17/2015 08:12:00 PM,,"US 101, milepost 165.5",,"US 101, milepost 165.5",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8059.0,United States,US,Oregon,2033.0,Waldport,15.75508,06/30/2016 06:39:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-124.1131,44.2886
Oregon DOT,,8759,11/27/2011 05:43:00 PM,,"OR 6, milepost 20",,"OR 6, milepost 20",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8759.0,United States,US,Oregon,4935.0,Tillamook,23.74729,07/08/2016 04:02:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.5826,45.5635
Lex18.com,http://www.lex18.com/news/mudslide-shuts-down-rowan-county-highway#http://www.lex18.com/news/mudslide-shuts-down-rowan-county-highway,5841,02/05/2014 09:00:00 AM,,"Daniel Boone National Forest, Clearfield, KY 40313","Part of Kentucky 801 has been blocked all Wednesday morning after ice and rain combined caused a mudslides in the area.The Road Department said the mudslide happened sometime overnight, possibly Tuesday night, because of all the rain and the melting snow over the past few days. ","Daniel Boone National Forest, Clearfield, KY 40313",25km,landslide,rain,medium,above_road,0.0,0.0,,,,glc,5841.0,United States,US,Kentucky,6845.0,Morehead,10.34977,09/11/2014 09:49:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-83.5162,38.1181
WKYT,http://www.wkyt.com/wymt/home/headlines/Mudslide-cleanup-ongoing-in-Knott-County-295503261.html,6843,03/09/2015 12:00:00 AM,,KY 7 at mile point 8,Officials at Kentucky Transportation Cabinet District 12 tell WYMT the mudslide on KY 7 at mile point 8 has been cleared and both lanes of the road are open.,KY 7 at mile point 8,25km,mudslide,unknown,medium,above_road,0.0,0.0,,,,glc,6843.0,United States,US,Kentucky,3435.0,West Liberty,5.64478,03/22/2015 06:59:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-82.7851,37.4164
Oregon DOT,,8069,12/13/2015 09:23:00 AM,,"OR 62, milepost 35",,"OR 62, milepost 35",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8069.0,United States,US,Oregon,2904.0,Shady Cove,19.31249,06/30/2016 07:04:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.6023,42.689
East County Magazine,http://www.eastcountymagazine.org/rockslides,7232,07/19/2015 12:00:00 AM,,Ramona View Dr,Ramona View Dr. in El Cajon: roadway completely washed out,Ramona View Dr,1km,landslide,downpour,small,below_road,0.0,0.0,,,,glc,7232.0,United States,US,California,20292.0,Ramona,3.13754,07/20/2015 03:56:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-116.836,33.05
The Press Enterprise,http://www.pe.com/articles/bus-773764-fire-slide.html,7240,07/18/2015 03:20:00 PM,,"Yucaipa : The San Bernardino County Fire Department responded to a rock slide that left a bus disabled around 3:20 p.m. Saturday, July 18, authoritie*","The San Bernardino County Fire Department responded to a rock slide that left a bus disabled around 3:20 p.m. Saturday, July 18, authorities said. The rock slide happened in the area of Highway 38 and Valley of the Falls south of Angelus Oaks, according to a California Department of Transportation update. The site of the slide is near the community of Forest Falls.",,5km,landslide,downpour,small,above_road,0.0,0.0,,,,glc,7240.0,United States,US,California,51367.0,Yucaipa,10.37615,07/20/2015 06:47:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-116.9702,34.1036
Insurance News Net,http://insurancenewsnet.com/oarticle/2014/06/26/landslide-crashes-into-country-home-near-henderson-a-523145.html#.U7GwfPldU1I,6067,06/18/2014 09:00:00 AM,,"Henderson, Minnesota","It's clear Randy Carlson is trying to keep some perspective on the hillside that invaded his dining room eight days ago. Carlson was supervising open gym at Belle Plaine High School on June 19 when he received a frantic call from his wife, Terry, at about 10 a.m. They had good reason to think nature wouldn't get into the home. After all, the trees on the hillside were many decades old. His neighbors tell him nothing like this has happened in living memory. Twelve inches of rain, he said, fell over 18 hours here. But as Carlson has been telling himself for a week, he's not the only flood victim. In Sibley County alone, four homes have been damaged by landslides and their owners displaced. The Carlsons' home is about a mile east of the Minnesota River, putting them in Le Sueur County. ","Henderson, Minnesota",5km,landslide,downpour,small,unknown,0.0,0.0,,,,glc,6067.0,United States,US,Minnesota,4058.0,Le Sueur,6.99107,08/24/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-93.9072,44.524
The News Tribune,http://www.thenewstribune.com/2014/02/18/3054617/mudslide-closes-lanes-of-north.html#http://www.thenewstribune.com/2014/02/18/3054617/mudslide-closes-lanes-of-north.html,5881,02/18/2014 03:00:00 PM,,"522-798 N Schuster Pkwy Tacoma, WA 98403",A mudslide about 3 p.m. in the 600 block of North Schuster Parkway closed at least some lanes of the roadway.,"522-798 N Schuster Pkwy Tacoma, WA 98403",1km,mudslide,rain,small,above_road,0.0,0.0,,,,glc,5881.0,United States,US,Washington,198397.0,Tacoma,2.10455,08/24/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.452,47.2711
Oregon DOT,,8094,12/08/2015 11:31:00 PM,,"OR 6, milepost 20",,"OR 6, milepost 20",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8094.0,United States,US,Oregon,4935.0,Tillamook,23.73483,06/30/2016 07:32:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.5828,45.5635
Oregon DOT,,8751,12/30/2011 07:41:00 AM,,"OR 38, milepost 15.5",,"OR 38, milepost 15.5",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8751.0,United States,US,Oregon,4154.0,Reedsport,21.49194,07/08/2016 03:58:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.8412,43.6476
blog.thenewstribune,http://blog.thenewstribune.com/crime/2011/03/01/landslide-near-vancouver-wash-closes-bnsf-mainline/,3165,03/01/2011 10:20:00 AM,,"tracks 2 mi north of Vancouver, WA","Amtrak trains are under a 48-hour moratorium  to insure the slope than slide onto  the main line is stable, BNSF spokesman Gus Melonas said.  The slide this morning covered about 25 feet of the tracks closest to the hillside to a depth of about two feet, he said. That material will be cleared and freight trains will be allowed to run on it by 3:30 p.m.  The other set of tracks was not hit   by the slide as much and is now open to freight trains only.  He said the slide was caused by super saturation of the 65-foot high hill side by recent weather.  POSTED EARLIER: A major land slide two miles north of Vancouver, Wash., has closed the Burlington Northern Sante Fe lines between Portland and Seattle, according to BNSF spokesman Gus Melonas.  Details about the slide were not immediately available but Melonas said it could shut down Amtrak  trains between Portland and Seattle for up to 48 hours.  The slide marks the second major interruption on the West Coast line in the past three days. La","tracks 2 mi north of Vancouver, WA",5km,landslide,downpour,medium,unknown,0.0,,,,,glc,3165.0,United States,US,Washington,7385.0,Felida,1.06543,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.7145,45.7014
Oregon DOT,,8828,01/18/2011 02:18:00 PM,,"OR 281, milepost 11.4",,"OR 281, milepost 11.4",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8828.0,United States,US,Oregon,2255.0,Odell,7.61556,07/08/2016 05:39:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-121.627,45.592
Seattle Times,http://www.seattletimes.com/seattle-news/a-harrowing-escape-as-mudslide-hits-dog-helps-save-glenoma-woman/,7877,01/07/2009 09:00:00 AM,,Roadside Inn: 8564 Us Highway 12,"Mitchell’s land was among the hardest hit in Glenoma, which was slammed by mud, logs and water during this week’s rainstorm that damaged Highway 12 through town and some properties.",Roadside Inn: 8564 Us Highway 12,exact,mudslide,rain,medium,above_road,0.0,0.0,,http://static.seattletimes.com/wp-content/uploads/2009/01/2008611291-300x0.jpg,,glc,7877.0,United States,US,Washington,1126.0,Morton,14.89161,06/28/2016 07:17:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.0818,46.5455
durangoherald,http://www.durangoherald.com/sections/News/2010/07/24/Rain_pushes_boulder_onto_road/,2123,07/23/2010 02:30:00 PM,,"US 160 just east of CR 207, west of Durango, CO","Monsoons triggered a falling boulder on U.S. Highway 160 west of Durango, backing up cars in both directions Friday afternoon.  The 4-foot by 4-foot boulder rolled down a hillside on the east side of the highway about 2:30 p.m. and landed on the edge of the eastbound travel lane. It rolled into the middle of the highway just east of the intersection with County Road 207.  No one was reported injured.  A trooper with Colorado State Patrol was on scene shortly after the boulder rolled onto the road.  Maintenance crews with the Colorado Department of Transportation used a loader to move the rock to a ditch. Department spokeswoman Nancy Shanks said crews will break the rock down into smaller pieces and move them away.  Shanks said it's not uncommon for summer monsoons to trigger rockslides and mudslides on state highways.","US 160 just east of CR 207, west of Durango, CO",1km,landslide,downpour,small,unknown,0.0,,,,,glc,2123.0,United States,US,Colorado,16887.0,Durango,4.891,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-107.9352,37.2743
ABC7 Eyewitness News,http://abc7.com/weather/dangerous-thunderstorms-trigger-mud-flow-in-la-county/1035397/,8741,10/16/2015 12:00:00 AM,,San Francisquito Canyon Road,"Severe flooding and thunderstorms in north Los Angeles County left cars stuck in a major mud flow in areas including Lancaster, Green Valley, Lake Hughes and more.  Crews worked to free vehicles that were trapped in mud in and around Castaic, Lancaster and other areas in the county throughout the afternoon Thursday.  ""It's so bad, it's like a lake,"" said John Hall at Ruben's Bar and Grill in Lancaster. ""This is wild and it's not only dirty water, I have no idea what's in this water.""  In Green Valley, cars were stuck in a deep mud flow along San Francisquito Canyon and Lake Hughes roads.  Water was rushing down near cars traveling just north of Castaic, causing a portion of the canyon to shut down and Lake Hughes to get washed out.",San Francisquito Canyon Road,1km,mudslide,other,large,above_road,0.0,0.0,,http://cdn.abclocal.go.com/content/kabc/images/cms/1035439_630x354.jpg,,glc,8741.0,United States,US,California,1027.0,Green Valley,10.12298,07/08/2016 02:37:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-118.4938,34.5587
Oregon DOT,,8091,12/09/2015 03:00:00 AM,,"OR 6, milepost 28",,"OR 6, milepost 28",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8091.0,United States,US,Oregon,1777.0,Banks,27.03537,06/30/2016 07:28:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.4605,45.6069
Lake County News,http://www.lakeconews.com/index.php?option=com_content&view=article&id=39667:downed-trees-mudslides-and-flooded-roadways-reported-around-lake-county-numerous-roads-closed&catid=1:latest&Itemid=197,6476,12/11/2014 09:00:00 AM,,the area of Highway 20 and Highway 53,"Near Clearlake Oaks, a mudslide was reported in the area of Highway 20 and Highway 53, with roadway flooding in the area of the 3600 block of E. Highway 20, where the entire roadway was blocked and cars were reported to be stalled.",the area of Highway 20 and Highway 53,1km,mudslide,downpour,small,above_road,0.0,0.0,,,,glc,6476.0,United States,US,California,2359.0,Clearlake Oaks,4.99344,12/11/2014 11:06:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.6192,39.0081
theolympian,http://www.theolympian.com/2010/12/12/1471896/mudslide-closes-section-of-deschutes.html,2848,12/13/2010 07:30:00 AM,,"Deschutes Way SE, near Interpretive Park, Olympia, WA","December 13, 2010   Mud and debris covering a section Deschutes Parkway SW near Interpretive Park forced the state to close the road. The slide occurred about 7:30 a.m., according to workers at the scene.","Deschutes Way SE, near Interpretive Park, Olympia, WA",1km,mudslide,downpour,medium,unknown,0.0,,,,,glc,2848.0,United States,US,Washington,46478.0,Olympia,1.5201,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.9082,47.0252
KTVB,http://www.ktvb.com/story/news/local/2014/09/03/mudslide-community-in-need/15052905/,6368,08/04/2014 12:00:00 AM,,Middle Fork Road,"About a month ago, rainfall caused a mudslide 42 miles south of Atlanta, in an area of Elmore County burned by recent wildfires. Heavy rains washed out the road along the Middle Fork River, cutting off the traffic to recreation destination.",Middle Fork Road,unknown,landslide,rain,medium,above_river,0.0,0.0,,,,glc,6368.0,United States,US,Idaho,485.0,Idaho City,26.67215,11/07/2014 08:17:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-115.5106,43.7777
Fox 8 WWCP,http://www.fox8tv.com/News/NewsDetails.asp?NewsID=17617,6957,06/16/2015 12:00:00 AM,,"Route 56, Johnston, PA next to Point Stadium",The road was closed last week after a portion of the hill came sliding down...The rockslide is believed to have been caused by water built up on the hillside from heavy storms last week. It came sliding down last Tuesday spilling out onto the road.,"Route 56, Johnston, PA next to Point Stadium",1km,landslide,rain,small,above_road,0.0,0.0,,http://bloximages.chicago2.vip.townnews.com/tribdem.com/content/tncms/assets/v3/editorial/c/3d/c3d29834-4b83-11e5-8f40-9f133ef0feab/55dcfed59aa8f.image.jpg?resize=750%2C491,,glc,6957.0,United States,US,Pennsylvania,20978.0,Johnstown,0.59899,06/20/2016 06:00:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-78.9261,40.3316
seattletimes.com,http://seattletimes.com/html/localnews/2019714318_apwamudslidetrooper2ndld.html,4625,11/18/2012 12:00:00 AM,,"Naselle, WA",A Washington State Patrol trooper had stopped at a mudslide on Highway 101 near Naselle when the mudslide carried a tree into the trooper's car. Then patrol car was hit by another car and both cars and the tree burned. Trooper Russ Winger says it was the worst of several weather-related incidents on the Washington coast in Monday's wind and rain storm.,"Naselle, WA",1km,landslide,rain,medium,unknown,,,,,,glc,4625.0,United States,US,Washington,1392.0,Long Beach,18.79737,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.8109,46.3662
economy4abc.blogspot,http://economy4abc.blogspot.com/2010/01/so-how-bad-was-yesterdays-storm-here-in.html,1408,01/18/2010 12:00:00 AM,,La Canada Flintridge,"U.S. Geological Survey debris-monitoring stations near the Arroyo Seco above the Jet Propulsion Laboratory recorded 7,100 cubic feet per second of mud and debris flow for Monday's storm - the third-highest ever recorded. With today's storm and at least two more expected later this week, ""we could break the record,"" said Jim Bowers, chief of hydrologic monitoring for the agency. Bowers was heading to Pasadena today to meet with Caltech scientist Lucy Jones, who has conducted extensive research into local flooding in the wake of the Station Fire, which left more than 160,000 acres of land burned of vegetation in the San Gabriel Mountain range. Monday's debris flow was second only to the 8,200 cubic feet per second recorded in 1969. An all-time high of 8,500 cubic feet per second was recorded in 1938, during what Bowers described as a 100-year storm.",La Canada Flintridge,10km,mudslide,downpour,medium,unknown,0.0,,,,,glc,1408.0,United States,US,California,20246.0,La Cañada Flintridge,1.5857,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-118.1733,34.2068
www.sltrib.com,http://www.sltrib.com/sltrib/news/56773292-78/alpine-debris-seeley-2012.html.csp,5390,08/23/2013 09:00:00 AM,,"Huntington Canyon, Ut","Meanwhile, in central UtahÕs Manti La Sal National Forest, the National Weather Service tweeted that a debris flow had occurred on denuded slopes left by the Seeley Wildfire of 2012, which had flowed onto State Road 31 in Huntington Canyon. Additional runoff was expected through the afternoon. The weather service said that during the six hours prior to 2 p.m., 0.65 inches of rain had fallen on the Seeley Burn Scar.","Huntington Canyon, Ut",25km,mudslide,downpour,medium,unknown,0.0,,,,,glc,5390.0,United States,US,Utah,2129.0,Huntington,22.93764,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-111.1546,39.4714
Washington Times,http://www.washingtontimes.com/news/2015/dec/29/landslide-closes-traffic-on-us-431-north-of-atalla/,9127,12/28/2015 12:00:00 AM,,U.S. 431 north of Atalla,"Traffic backed up north and south on U.S. 431 north of Atalla after a landslide blocked both southbound lanes. Media outlets report the landslide occurred Monday when a 50-foot section of rock, brush, tree limbs and soil came tumbling down the mountainside and completely covered two lanes on the highway. Alabama Department of Transportation spokesman Cody Adams says there were no apparent injuries, but some cars were damaged by falling rocks. Adams says it was a busy night for Department of Transportation crews. Several agencies responded to help with traffic control, including the Ivalee, Mountainboro and Sand Valley fire departments. Adams says the landslide will take some time to clear and the cleanup could continue into Tuesday.",U.S. 431 north of Atalla,1km,landslide,unknown,medium,above_road,0.0,0.0,,,,glc,9127.0,United States,US,Alabama,1704.0,Sardis City,3.96413,07/22/2016 02:14:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-86.125,34.1386
WLOS,http://www.wlos.com/shared/news/features/top-stories/stories/wlos_mars-hill-mudslide-narrowly-misses-home-10224.shtml,4714,01/15/2013 12:00:00 AM,,"Red Fox Den Road, Mars Hill, Nc","A Madison County woman had a very close call Tuesday as heavy rain triggered a mudslide that came within just a few feet of slamming into her home. It happened on Red Fox Den Road in Mars Hill.  Debra Rockett's home sits right below a very steep hillside. At about 4 p.m., her dog Karma started reacting to something going on outside. That brought Debra to the back of the house and she saw the trees and mud come down into her yard.   ","Red Fox Den Road, Mars Hill, Nc",5km,mudslide,rain,medium,unknown,,,,,,glc,4714.0,United States,US,North Carolina,1869.0,Mars Hill,0.0455,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-82.5494,35.8269
cbsnews,http://www.cbsnews.com/2300-500144_162-6121216.html,1436,01/21/2010 12:00:00 AM,,Big Tujunga Canyon Rd. in the Tujunga area of Los Angeles,"A Los Angeles County Public Works front loader is used to clear a mudslide on Big Tujunga Canyon Rd. in the Tujunga area of Los Angeles on Thursday, Jan. 21, 2010. Steady rain fell Thursday on saturated Southern California as the fourth Pacific storm in a week came ashore, triggering dire warnings by authorities that huge mud flows were likely in foothill communities.",Big Tujunga Canyon Rd. in the Tujunga area of Los Angeles,5km,other,downpour,small,unknown,0.0,,,,,glc,1436.0,United States,US,California,19653.0,La Crescenta-Montrose,8.70182,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-118.2537,34.3091
Jackson Hole News and Guide,http://www.jhnewsandguide.com/news/town_county/life-crumbles-around-family/article_021047a8-decd-58ef-82b5-726746552a26.html,6226,04/17/2014 06:00:00 PM,,the Budges' house,"Sometime between Thursday evening and Friday morning, a rapid drop in the scarp face of the slide cleaved the kitchen and living room from the rest of the house.",the Budges' house,exact,other,other,small,urban,0.0,0.0,,http://www.reviewjournal.com/sites/default/files/styles/large/public/field/media/web1_wyoming_0.jpg?itok=SVHNE3xw,,glc,6226.0,United States,US,Wyoming,9577.0,Jackson,1.70313,01/29/2015 02:50:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-110.7826,43.4756
Oregon DOT,,8326,03/28/2014 06:36:00 AM,,"OR 34, milepost 22",,"OR 34, milepost 22",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8326.0,United States,US,Oregon,2033.0,Waldport,21.63234,07/05/2016 07:56:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.8078,44.3729
Oregon DOT,,8508,12/23/2012 11:36:00 PM,,"OR 34, milepost 50",,"OR 34, milepost 50",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8508.0,United States,US,Oregon,4584.0,Philomath,1.04713,07/07/2016 01:48:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.3807,44.5396
